X,Y,Z,Name,original_Indirizzo,Regione,lat,lon,formatted,housenumber,street,district,postcode,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,confidence_building_level,attribution,attribution_license,attribution_url,Indirizzo,Regione,code,level,license,name2,url
14.8325598,37.660844,0,Via Nicola Sacco e Bartolomeo Vanzetti,"Via Sacco E Vanzetti  7, Adrano",Sicilia,37.660844,14.8325598,"Via Nicola Sacco e Bartolomeo Vanzetti, 7, 95031 Adrano CT, Italia","7",Via Nicola Sacco e Bartolomeo Vanzetti,,"95031",,Adrano,Catania,CT,Sicilia,SIC,Italia,it,"5.729442970822282E16",2.85714285714286e+15,2.57142857142857e+15,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Via Sacco E Vanzetti  7, Adrano",Sicilia,it,,Open Database License,Via Nicola Sacco e Bartolomeo Vanzetti,https://www.openstreetmap.org/copyright
14.528375,37.215316,0,,"Via Publio Virgilio Marone 5/B, Caltagirone",Sicilia,37.215316,14.528375,"Via Publio Virgilio Marone, 5, 95041 Caltagirone CT, Italia","5",Via Publio Virgilio Marone,Comune di Caltagirone,"95041",,Caltagirone,Catania,CT,Sicilia,SIC,Italia,it,"95.0",1,1,"95.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Publio Virgilio Marone 5/B, Caltagirone",Sicilia,it,"95",BSD-3-Clause License,,
14.3534325,42.1977264,0,Via Frentana,"Via Frentana  48, Castel Frentano",Abruzzo,42.1977264,14.3534325,"Via Frentana, 48, 66032 Castel Frentano CH, Italia","48",Via Frentana,,"66032",,Castel Frentano,Chieti,CH,Abruzzo,ABR,Italia,it,"75.0",1,1,"75.0",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Via Frentana  48, Castel Frentano",Abruzzo,it,"75",Open Database License,Via Frentana,https://www.openstreetmap.org/copyright
14.1275241,40.877717,0,Corso Italia,"Corso Italia 379/F, Quarto",Campania,40.877717,14.1275241,"Corso Italia, 379, 90078 Quarto NA, Italia","379",Corso Italia,,"90078",,Quarto,Napoli,NA,Campania,CAM,Italia,it,"7.124999999999999E15",,1,"7.124999999999999E15",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Corso Italia 379/F, Quarto",Campania,it,"7124999999999999",Open Database License,Corso Italia,https://www.openstreetmap.org/copyright
14.174404,40.9251321,0,Corso Campano,"Corso Campano  566/C, Giugliano In Campania",Campania,40.9251321,14.174404,"Corso Campano, 566, 80014 Giugliano in Campania NA, Italia","566",Corso Campano,,"80014",,Giugliano in Campania,Napoli,NA,Campania,CAM,Italia,it,"7.124999999999999E15",1,1,"7.124999999999999E15",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Corso Campano  566/C, Giugliano In Campania",Campania,it,"7124999999999999",Open Database License,Corso Campano,https://www.openstreetmap.org/copyright
14.20174,37.376499,0,,"Corso Garibaldi  301, Barrafranca",Sicilia,37.376499,14.20174,"Corso Giuseppe Garibaldi, 301, 94012 Barrafranca EN, Italia","301",Corso Giuseppe Garibaldi,Comune di Barrafranca,"94012",,Barrafranca,Enna,EN,Sicilia,SIC,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Corso Garibaldi  301, Barrafranca",Sicilia,it,"1",BSD-3-Clause License,,
13.339206,38.135088,0,,"Via Umberto Giordano  148, Palermo",Sicilia,38.135088,13.339206,"Via Umberto Giordano, 148, 90144 Palermo PA, Italia","148",Via Umberto Giordano,Comune di Palermo,"90144",,Palermo,Palermo,PA,Sicilia,SIC,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Umberto Giordano  148, Palermo",Sicilia,it,"1",BSD-3-Clause License,,
14.375414,40.784009,0,,"Via Purgatorio  74, Torre Del Greco",Campania,40.784009,14.375414,"Via Purgatorio, 74, 80059 Torre del Greco NA, Italia","74",Via Purgatorio,Comune di Torre del Greco,"80059",,Torre del Greco,Napoli,NA,Campania,CAM,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Purgatorio  74, Torre Del Greco",Campania,it,"1",BSD-3-Clause License,,
15.0554902,37.4823338,0,Farmacia Viale Librino 15,"Viale Vitt. Emauele Orlando  109, Catania",Sicilia,37.4823338,15.0554902,"Farmacia Viale Librino 15, Viale Librino, 95121 Catania CT, Italia",,Viale Librino,San Teodoro,"95121",San Giorgio-Librino-San Giuseppe la Rena-Zia Lisa-Villaggio Sant'Agata,Catania,Catania,CT,Sicilia,SIC,Italia,it,"1.8181818181818184E16",1,3.63636363636364e+16,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Viale Vitt. Emauele Orlando  109, Catania",Sicilia,it,,Open Database License,Farmacia Viale Librino 15,https://www.openstreetmap.org/copyright
15.776025,41.826051,0,,"Via Sirena  32, Cagnano Varano",Puglia,41.826051,15.776025,"Via Sirena, 32, 71010 Cagnano Varano FG, Italia","32",Via Sirena,Comune di Cagnano Varano,"71010",,Cagnano Varano,Foggia,FG,Puglia,PUG,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Sirena  32, Cagnano Varano",Puglia,it,"1",BSD-3-Clause License,,
13.114845,38.042883,0,,"Via Principe Umberto   198, Partinico",Sicilia,38.042883,13.114845,"Via Principe Umberto, 198, 90047 Partinico PA, Italia","198",Via Principe Umberto,Comune di Partinico,"90047",,Partinico,Palermo,PA,Sicilia,SIC,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Principe Umberto   198, Partinico",Sicilia,it,"1",BSD-3-Clause License,,
13.320099,38.132541,0,,"Via Mammana  120, Palermo",Sicilia,38.132541,13.320099,"Via Mammana, 120, 90145 Palermo PA, Italia","120",Via Mammana,Comune di Palermo,"90145",,Palermo,Palermo,PA,Sicilia,SIC,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Mammana  120, Palermo",Sicilia,it,"1",BSD-3-Clause License,,
12.520658,41.944978,0,,"Via Val Maira  83 - 85, Roma",Lazio,41.944978,12.520658,"Via Val Maira, 83, 00141 Roma RM, Italia","83",Via Val Maira,Roma,"00141",Monte Sacro,Roma,Roma,RM,Lazio,LAZ,Italia,it,"9.0",1,1,"9.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Val Maira  83 - 85, Roma",Lazio,it,"9",BSD-3-Clause License,,
14.976446,37.588123,0,,"Via I Retta Ponente 178, Belpasso",Sicilia,37.588123,14.976446,"Via I Retta Ponente, 178, 95032 Belpasso CT, Italia","178",Via I Retta Ponente,Comune di Belpasso,"95032",,Belpasso,Catania,CT,Sicilia,SIC,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via I Retta Ponente 178, Belpasso",Sicilia,it,"1",BSD-3-Clause License,,
14.6932552,37.3865757,0,Via Giacomo Santagati,"Via G. Santagati  22, Ramacca",Sicilia,37.3865757,14.6932552,"Via Giacomo Santagati, 22, 95040 Ramacca CT, Italia","22",Via Giacomo Santagati,,"95040",,Ramacca,Catania,CT,Sicilia,SIC,Italia,it,"5.0",1,1,"0.0",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Via G. Santagati  22, Ramacca",Sicilia,it,"0",Open Database License,Via Giacomo Santagati,https://www.openstreetmap.org/copyright
14.587143,37.024427,0,,"Via Maria S.S. Del Rosario  98/E, Comiso",Sicilia,37.024427,14.587143,"Via Maria S.s. Del Rosario, 98/E, 97013 Pedalino RG, Italia",98/E,Via Maria S.s. Del Rosario,Comune di Comiso,"97013",,Pedalino,Ragusa,RG,Sicilia,SIC,Italia,it,"81.0",81,81,"81.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Maria S.S. Del Rosario  98/E, Comiso",Sicilia,it,"81",BSD-3-Clause License,,
15.796418,39.805429,0,Via Lauro,"Via Lauro   268, Scalea",Calabria,39.805429,15.796418,"Via Lauro, 268, 87029 Scalea CS, Italia","268",Via Lauro,,"87029",Centro Storico,Scalea,Cosenza,CS,Calabria,CAL,Italia,it,"75.0",1,1,"75.0",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Via Lauro   268, Scalea",Calabria,it,"75",Open Database License,Via Lauro,https://www.openstreetmap.org/copyright
14.198956,40.846395,0,,"Via Stanislao Manna 90, Napoli",Campania,40.846395,14.198956,"Via Stanislao Manna, 90, 80126 Napoli NA, Italia","90",Via Stanislao Manna,Comune di Napoli,"80126",Soccavo,Napoli,Napoli,NA,Campania,CAM,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Stanislao Manna 90, Napoli",Campania,it,"1",BSD-3-Clause License,,
15.8134627,40.632629,0,Firefly Audio Strumenti Musicali e Audio Video,"Viale Del Basento  118, Potenza",Basilicata,40.632629,15.8134627,"Firefly Audio Strumenti Musicali e Audio Video, Viale del Basento, 118, 85100 Potenza PZ, Italia","118",Viale del Basento,,"85100",San Vito,Potenza,Potenza,PZ,Basilicata,BAS,Italia,it,"1.0",1,1,"1.0",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Viale Del Basento  118, Potenza",Basilicata,it,"1",Open Database License,Firefly Audio Strumenti Musicali e Audio Video,https://www.openstreetmap.org/copyright
10.518912,44.926501,0,,"Via Felice Cavallotti  49/51, Viadana",Lombardia,44.926501,10.518912,"Via Felice Cavallotti, 49, 46019 Comune di Viadana MN, Italia","49",Via Felice Cavallotti,,"46019",,Comune di Viadana,Mantova,MN,Lombardia,LOM,Italia,it,"7695.0",81,81,"7695.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Felice Cavallotti  49/51, Viadana",Lombardia,it,"7695",BSD-3-Clause License,,
13.3339556,38.1423563,0,,"Via Delle Alpi  88, Palermo",Sicilia,38.1423563,13.3339556,"Viale delle Alpi, 88, 90144 Palermo PA, Italia","88",Viale delle Alpi,,"90144",VIII Circoscrizione,Palermo,Palermo,PA,Sicilia,SIC,Italia,it,"5.0",1,1,"0.0",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Via Delle Alpi  88, Palermo",Sicilia,it,"0",Open Database License,,https://www.openstreetmap.org/copyright
14.161966,40.915615,0,,"Corso Italia  452, Quarto",Campania,40.915615,14.161966,"Corso Italia, 452, 80010 Qualiano NA, Italia","452",Corso Italia,Qualiano,"80010",,Qualiano,Napoli,NA,Campania,CAM,Italia,it,"1.0",,1,"1.0",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Corso Italia  452, Quarto",Campania,it,"1",Open Database License,,https://www.openstreetmap.org/copyright
14.101361,40.89417,0,,"Via S. Nullo 32/33, Giugliano In Campania",Campania,40.89417,14.101361,"Via San Nullo, 32, 80072 Giugliano in Campania NA, Italia","32",Via San Nullo,Comune di Giugliano in Campania,"80072",,Giugliano in Campania,Napoli,NA,Campania,CAM,Italia,it,"95.0",1,1,"95.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via S. Nullo 32/33, Giugliano In Campania",Campania,it,"95",BSD-3-Clause License,,
13.1819093,37.9589201,0,Corso Trieste,"C/So Trieste  61, San Cipirello",Sicilia,37.9589201,13.1819093,"Corso Trieste, 61, 90088 San Cipirello PA, Italia","61",Corso Trieste,,"90088",,San Cipirello,Palermo,PA,Sicilia,SIC,Italia,it,"315.0",1,63,"0.0",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"C/So Trieste  61, San Cipirello",Sicilia,it,"0",Open Database License,Corso Trieste,https://www.openstreetmap.org/copyright
10.931484,45.037841,0,,"Via E. Ferri  56, S. Benedetto Po",Lombardia,45.037841,10.931484,"Via Enrico Ferri, 56, 46027 San Benedetto Po MN, Italia","56",Via Enrico Ferri,Comune di San Benedetto Po,"46027",,San Benedetto Po,Mantova,MN,Lombardia,LOM,Italia,it,"5.0",1,1,"0.0",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Via E. Ferri  56, S. Benedetto Po",Lombardia,it,"0",Open Database License,,https://www.openstreetmap.org/copyright
14.818225,40.655517,0,,"Via Gandhi  20, Salerno",Campania,40.655517,14.818225,"Via Gandhi, 20, 84131 Salerno SA, Italia","20",Via Gandhi,Salerno,"84131",,Salerno,Salerno,SA,Campania,CAM,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Gandhi  20, Salerno",Campania,it,"1",BSD-3-Clause License,,
0,0,0,,"Via D Auria  122/124, Sant Anastasia",Campania,,,,,,,,,,,,,,,,,,,,,,,"Via D Auria  122/124, Sant Anastasia",Campania,,,,,
15.315328,41.364223,0,,"Viale Kennedy  30, Troia",Puglia,41.364223,15.315328,"Viale Kennedy, 30, 71029 Troia FG, Italia","30",Viale Kennedy,Comune di Troia,"71029",,Troia,Foggia,FG,Puglia,PUG,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Viale Kennedy  30, Troia",Puglia,it,"1",BSD-3-Clause License,,
14.185348,40.898345,0,,"Via Umberto Migliaccio 6, Marano",Campania,40.898345,14.185348,"Comune di Marano di Napoli (Marano di Napoli), NA, Italia",,,Comune di Marano di Napoli,,,Marano di Napoli,Napoli,NA,Campania,CAM,Italia,it,"2025.0",81,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/,"Via Umberto Migliaccio 6, Marano",Campania,it,,CC0,,https://www.whosonfirst.org/docs/licenses/
13.391063,38.0485261,0,,"C.So Aldo Moro  1, Belmonte Mezzagno",Sicilia,38.0485261,13.391063,"Belmonte Mezzagno, PA, Italia",,,,"90031",,Belmonte Mezzagno,Palermo,PA,Sicilia,SIC,Italia,it,"25.0",1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"C.So Aldo Moro  1, Belmonte Mezzagno",Sicilia,it,,Open Database License,,https://www.openstreetmap.org/copyright
15.547186,41.464596,0,Via della Repubblica,"Via Della Repubblica  71, Foggia",Puglia,41.464596,15.547186,"Via della Repubblica, 71, 71121 Foggia FG, Italia","71",Via della Repubblica,,"71121",,Foggia,Foggia,FG,Puglia,PUG,Italia,it,"75.0",1,1,"75.0",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Via Della Repubblica  71, Foggia",Puglia,it,"75",Open Database License,Via della Repubblica,https://www.openstreetmap.org/copyright
16.914986,41.062856,0,,"Via G. Casalino  80, Triggiano",Puglia,41.062856,16.914986,"Via Giovanni Casalino, 80/1, 70019 Triggiano BA, Italia",80/1,Via Giovanni Casalino,Comune di Triggiano,"70019",,Triggiano,Bari,BA,Puglia,PUG,Italia,it,"95.0",1,1,"95.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via G. Casalino  80, Triggiano",Puglia,it,"95",BSD-3-Clause License,,
12.413317,41.924343,0,,"Via Di Torrevecchia  478/480, Roma",Lazio,41.924343,12.413317,"Via Di Torrevecchia, 478, 00168 Roma RM, Italia","478",Via Di Torrevecchia,Roma,"00168",Primavalle,Roma,Roma,RM,Lazio,LAZ,Italia,it,"95.0",1,1,"95.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Di Torrevecchia  478/480, Roma",Lazio,it,"95",BSD-3-Clause License,,
14.266535,40.861373,0,,"Corso Garibaldi  236, Napoli",Campania,40.861373,14.266535,"Corso Giuseppe Garibaldi, 236, 80141 Napoli NA, Italia","236",Corso Giuseppe Garibaldi,Comune di Napoli,"80141",Rione I.n.c.i.s.,Napoli,Napoli,NA,Campania,CAM,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Corso Garibaldi  236, Napoli",Campania,it,"1",BSD-3-Clause License,,
14.091663,37.810388,0,,"Via Pirilla  12/C, Petralia Sottana",Sicilia,37.810388,14.091663,"Via Pirilla, 12, 90027 Petralia Sottana PA, Italia","12",Via Pirilla,Comune di Petralia Sottana,"90027",,Petralia Sottana,Palermo,PA,Sicilia,SIC,Italia,it,"95.0",1,1,"95.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Pirilla  12/C, Petralia Sottana",Sicilia,it,"95",BSD-3-Clause License,,
14.039829,37.783891,0,,"Corso Mazzini 63, Castellana Sicula",Sicilia,37.783891,14.039829,"Corso Giuseppe Mazzini, 63, 90020 Castellana Sicula PA, Italia","63",Corso Giuseppe Mazzini,Comune di Castellana Sicula,"90020",,Castellana Sicula,Palermo,PA,Sicilia,SIC,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Corso Mazzini 63, Castellana Sicula",Sicilia,it,"1",BSD-3-Clause License,,
13.557294,37.898384,0,,"C.So Umberto I  261, Ciminna",Sicilia,37.898384,13.557294,"Via Umberto I, 261, 90023 Ciminna PA, Italia","261",Via Umberto I,Comune di Ciminna,"90023",,Ciminna,Palermo,PA,Sicilia,SIC,Italia,it,"9.0",1,9,"9.0",© OpenAddresses contributors,BSD-3-Clause License,,"C.So Umberto I  261, Ciminna",Sicilia,it,"9",BSD-3-Clause License,,
15.209144,37.794127,0,,"Via Diana  43, Fiumefreddo Di Sicilia",Sicilia,37.794127,15.209144,"Via Diana, 43, 95013 Fiumefreddo di Sicilia CT, Italia","43",Via Diana,Comune di Fiumefreddo di Sicilia,"95013",,Fiumefreddo di Sicilia,Catania,CT,Sicilia,SIC,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Diana  43, Fiumefreddo Di Sicilia",Sicilia,it,"1",BSD-3-Clause License,,
14.122684,40.999574,0,Via Acquario,"Via Acquario 39/41, San Cipriano",Campania,40.999574,14.122684,"Via Acquario, 81033 San Cipriano d'Aversa CE, Italia",,Via Acquario,,"81033",,San Cipriano d'Aversa,Caserta,CE,Campania,CAM,Italia,it,"75.0",9,9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Via Acquario 39/41, San Cipriano",Campania,it,,Open Database License,Via Acquario,https://www.openstreetmap.org/copyright
15.2370589,38.1567821,0,Via Statale Oreto,"Via Statale Oreto  47, Barcellona Pozzo Di Gott",Sicilia,38.1567821,15.2370589,"Via Statale Oreto, 47, 98051 Barcellona Pozzo di Gotto ME, Italia","47",Via Statale Oreto,Petraro,"98051",Pozzo di Gotto,Barcellona Pozzo di Gotto,Messina,ME,Sicilia,SIC,Italia,it,"3.645000000000001E16",7.29e+15,7.29e+15,"0.0",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Via Statale Oreto  47, Barcellona Pozzo Di Gott",Sicilia,it,"0",Open Database License,Via Statale Oreto,https://www.openstreetmap.org/copyright
16.317094,39.1778308,0,Via Eugenio Altomare,"Via E. Altomare  2/E-F-G, Rogliano",Calabria,39.1778308,16.317094,"Via Eugenio Altomare, 87054 Rogliano CS, Italia",,Via Eugenio Altomare,,"87054",,Rogliano,Cosenza,CS,Calabria,CAL,Italia,it,"5.0",1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Via E. Altomare  2/E-F-G, Rogliano",Calabria,it,,Open Database License,Via Eugenio Altomare,https://www.openstreetmap.org/copyright
14.261892,40.856629,0,,"Via Giulio Cesare  148, Napoli",Campania,40.856629,14.261892,"Via Cesare Rosaroll, 148, 80139 Napoli NA, Italia","148",Via Cesare Rosaroll,Comune di Napoli,"80139",Rione I.n.c.i.s.,Napoli,Napoli,NA,Campania,CAM,Italia,it,"9.0",1,9,"9.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Giulio Cesare  148, Napoli",Campania,it,"9",BSD-3-Clause License,,
16.29739,39.668201,0,,"San Domenico Snc, San Lorenzo Del Vallo",Calabria,39.668201,16.29739,"San Lorenzo del Vallo, CS, Italia",,,,,,San Lorenzo del Vallo,Cosenza,CS,Calabria,CAL,Italia,it,"25.0",1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"San Domenico Snc, San Lorenzo Del Vallo",Calabria,it,,Open Database License,,https://www.openstreetmap.org/copyright
11.6927194,44.3584627,0,Agenzia pratiche auto Infortunistica Vespignani,"Via Pola  3, Imola",Emilia-Romagna,44.3584627,11.6927194,"Agenzia pratiche auto Infortunistica Vespignani, Via Pola, 3, 40026 Imola BO, Italia","3",Via Pola,,"40026",Cappuccini,Imola,Bologna,BO,Emilia-Romagna,EMI,Italia,it,"1.0",1,1,"1.0",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Via Pola  3, Imola",Emilia-Romagna,it,"1",Open Database License,Agenzia pratiche auto Infortunistica Vespignani,https://www.openstreetmap.org/copyright
15.5877995,41.6779022,0,Via Don Luigi Sturzo,"Via Don Luigi Sturzo   66, Sannicandro Garganico",Puglia,41.6779022,15.5877995,"Via Don Luigi Sturzo, 66, 71010 Rignano Garganico FG, Italia","66",Via Don Luigi Sturzo,,"71010",,Rignano Garganico,Foggia,FG,Puglia,PUG,Italia,it,"45.0",9,9,"0.0",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Via Don Luigi Sturzo   66, Sannicandro Garganico",Puglia,it,"0",Open Database License,Via Don Luigi Sturzo,https://www.openstreetmap.org/copyright
14.659039,41.565484,0,,"Via Tiberio 66, Campobasso",Molise,41.565484,14.659039,"Via Tiberio, 66, 86100 Campobasso CB, Italia","66",Via Tiberio,Campobasso,"86100",,Campobasso,Campobasso,CB,Molise,MOL,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Tiberio 66, Campobasso",Molise,it,"1",BSD-3-Clause License,,
14.1988476,40.9299105,0,Rione Marconi,"Rione Starza  49, Giugliano",Campania,40.9299105,14.1988476,"Rione Marconi, 49, 80017 Giugliano in Campania NA, Italia","49",Rione Marconi,Starza,"80017",,Giugliano in Campania,Napoli,NA,Campania,CAM,Italia,it,"23.0",1,25,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Rione Starza  49, Giugliano",Campania,it,,Open Database License,Rione Marconi,https://www.openstreetmap.org/copyright
14.18667,40.98832,0,,"Viale Europa 75, Aversa",Campania,40.98832,14.18667,"Viale Europa, 75, 81031 Aversa CE, Italia","75",Viale Europa,Comune di Aversa,"81031",,Aversa,Caserta,CE,Campania,CAM,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Viale Europa 75, Aversa",Campania,it,"1",BSD-3-Clause License,,
14.159034,40.83253,0,,"Via A. Righi  32, Napoli",Campania,40.83253,14.159034,"Via Augusto Righi, 32, 80125 Napoli NA, Italia","32",Via Augusto Righi,Comune di Napoli,"80125",,Napoli,Napoli,NA,Campania,CAM,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via A. Righi  32, Napoli",Campania,it,"1",BSD-3-Clause License,,
11.7820755,45.5349983,0,Via Nizza,"Via Nizza 22/C, Piazzola Sul Brenta",Veneto,45.5349983,11.7820755,"Via Nizza, 22/c, 35016 Piazzola sul Brenta PD, Italia",22/c,Via Nizza,,"35016",,Piazzola sul Brenta,Padova,PD,Veneto,VEN,Italia,it,"5.0",1,1,"0.0",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Via Nizza 22/C, Piazzola Sul Brenta",Veneto,it,"0",Open Database License,Via Nizza,https://www.openstreetmap.org/copyright
14.715082,36.904699,0,,"Zona Ind. Iii Fase, Ragusa",Sicilia,36.904699,14.715082,"Strada Terza Zona Artigianale, 97100 Ragusa RG, Italia",,Strada Terza Zona Artigianale,Comune di Ragusa,"97100",,Ragusa,Ragusa,RG,Sicilia,SIC,Italia,it,"0.0",1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Zona Ind. Iii Fase, Ragusa",Sicilia,it,,Open Database License,,https://www.openstreetmap.org/copyright
15.964129,41.704842,0,,"Via Iv Novembre Fraz. S. Angelo Informis, Capua",Campania,41.704842,15.964129,"Via IV Novembre, Monte Sant'Angelo FG, Italia",,Via IV Novembre,Comune di Monte Sant'Angelo,,,Monte Sant'Angelo,Foggia,FG,Puglia,PUG,Italia,it,"1875.0",375,375,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Via Iv Novembre Fraz. S. Angelo Informis, Capua",Campania,it,,Open Database License,,https://www.openstreetmap.org/copyright
12.520377,41.821135,0,,"Via Ardeatina 590, Roma",Lazio,41.821135,12.520377,"Via Ardeatina, 590, 00134 Roma RM, Italia","590",Via Ardeatina,Roma,"00134",Cecchignola,Roma,Roma,RM,Lazio,LAZ,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Ardeatina 590, Roma",Lazio,it,"1",BSD-3-Clause License,,
14.2881102,40.8928872,0,Via Rubeo,"Via Rubeo  3, San Pietro A Patierno",Campania,40.8928872,14.2881102,"Via Rubeo, 3, 80026 Napoli NA, Italia","3",Via Rubeo,,"80026",San Pietro a Patierno,Napoli,Napoli,NA,Campania,CAM,Italia,it,"5.0",1,1,"0.0",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Via Rubeo  3, San Pietro A Patierno",Campania,it,"0",Open Database License,Via Rubeo,https://www.openstreetmap.org/copyright
15.546771,38.188322,0,,"S.S. 114 Km 3500, Messina",Sicilia,38.188322,15.546771,"Comune di Messina (Messina), ME, Italia",,,Comune di Messina,,,Messina,Messina,ME,Sicilia,SIC,Italia,it,"5.0",1,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/,"S.S. 114 Km 3500, Messina",Sicilia,it,,CC0,,https://www.whosonfirst.org/docs/licenses/
14.445688,37.414601,0,,"Via Mazzini  42, Aidone",Sicilia,37.414601,14.445688,"Via Giuseppe Mazzini, 42, 94010 Aidone EN, Italia","42",Via Giuseppe Mazzini,Comune di Aidone,"94010",,Aidone,Enna,EN,Sicilia,SIC,Italia,it,"1.0",1,1,"1.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Mazzini  42, Aidone",Sicilia,it,"1",BSD-3-Clause License,,
14.584654,38.055816,0,,"Via Ricca Salerno 94, Acquedolci",Sicilia,38.055816,14.584654,"Via Ricco Salerno, 94, 98070 Acque Dolci ME, Italia","94",Via Ricco Salerno,Acquedolci,"98070",,Acque Dolci,Messina,ME,Sicilia,SIC,Italia,it,"9.0",1,9,"9.0",© OpenAddresses contributors,BSD-3-Clause License,,"Via Ricca Salerno 94, Acquedolci",Sicilia,it,"9",BSD-3-Clause License,,
18.151713,40.361175,0,,"Estrafallaces  18, Lecce",Puglia,40.361175,18.151713,"Via Aldo Estrafallaces, 18, 73100 Lecce LE, Italia","18",Via Aldo Estrafallaces,Comune di Lecce,"73100",,Lecce,Lecce,LE,Puglia,PUG,Italia,it,"9.0",1,9,"9.0",© OpenAddresses contributors,BSD-3-Clause License,,"Estrafallaces  18, Lecce",Puglia,it,"9",BSD-3-Clause License,,
14.0983961,40.8343524,0,Autoscuola Terza Serapide,"Via Campi Flegrei  74, Pozzuoli",Campania,40.8343524,14.0983961,"Autoscuola Terza Serapide, Via Campi Flegrei, 74, 80078 Pozzuoli NA, Italia","74",Via Campi Flegrei,,"80078",,Pozzuoli,Napoli,NA,Campania,CAM,Italia,it,"1.0",1,1,"1.0",© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,"Via Campi Flegrei  74, Pozzuoli",Campania,it,"1",Open Database License,Autoscuola Terza Serapide,https://www.openstreetmap.org/copyright
